Time,"User full name","Affected user","Event context",Component,"Event name",Description,Origin,"IP address"
"30/10/23, 14:38:12","Admin Lms",-,"Course: 자바 기초",System,"Course viewed","The user with id '2' viewed the course with id '3'.",web,0:0:0:0:0:0:0:1
"30/10/23, 14:38:02","Admin Lms",-,"Course: 자바 기초",System,"Course viewed","The user with id '2' viewed the course with id '3'.",web,0:0:0:0:0:0:0:1
"30/10/23, 14:37:26","Admin Lms",-,"Course: 자바 기초",System,"Course viewed","The user with id '2' viewed the course with id '3'.",web,0:0:0:0:0:0:0:1
"30/10/23, 14:37:20","Admin Lms",-,"Page: 자바의 개요",Page,"Course module viewed","The user with id '2' viewed the 'page' activity with course module id '6'.",web,0:0:0:0:0:0:0:1
"30/10/23, 14:37:20","Admin Lms",-,"Page: 자바의 개요",System,"Course module updated","The user with id '2' updated the 'page' activity with course module id '6'.",web,0:0:0:0:0:0:0:1
"30/10/23, 14:36:57","Admin Lms",-,"Page: 자바의 개요",Page,"Course module viewed","The user with id '2' viewed the 'page' activity with course module id '6'.",web,0:0:0:0:0:0:0:1
"30/10/23, 14:36:57","Admin Lms",-,"Page: 자바의 개요",System,"Course module created","The user with id '2' created the 'page' activity with course module id '6'.",web,0:0:0:0:0:0:0:1
"30/10/23, 14:35:49","Admin Lms",-,"Course: 자바 기초",System,"Course viewed","The user with id '2' viewed the course with id '3'.",web,0:0:0:0:0:0:0:1
"30/10/23, 14:33:43","Admin Lms",-,"Course: 자바 기초",System,"Course viewed","The user with id '2' viewed the course with id '3'.",web,0:0:0:0:0:0:0:1
"30/10/23, 14:33:37","Admin Lms",-,"Forum: 자유게시판",Forum,"Course module viewed","The user with id '2' viewed the 'forum' activity with course module id '5'.",web,0:0:0:0:0:0:0:1
"30/10/23, 14:33:37","Admin Lms",-,"Course: 자바 기초",System,"Grade item updated","The user with id '2' updated a grade item with id '2' of type 'course' and name '' in the course with the id '3'.",web,0:0:0:0:0:0:0:1
"30/10/23, 14:33:37","Admin Lms",-,"Forum: 자유게시판",System,"Course module created","The user with id '2' created the 'forum' activity with course module id '5'.",web,0:0:0:0:0:0:0:1
"30/10/23, 14:32:40","Admin Lms",-,"Course: 자바 기초",System,"Grade item created","The user with id '2' created a grade item with id '2' of type 'course' and name '' in the course with the id '3'.",web,0:0:0:0:0:0:0:1
"30/10/23, 14:32:27","Admin Lms",-,"Course: 자바 기초",System,"Course section updated","The user with id '2' updated section number '0' for the course with id '3'",web,0:0:0:0:0:0:0:1
"30/10/23, 14:32:11","Admin Lms",-,"Forum: 공지사항",System,"Course module updated","The user with id '2' updated the 'forum' activity with course module id '2'.",web,0:0:0:0:0:0:0:1
"30/10/23, 14:32:03","Admin Lms",-,"Course: 자바 기초",System,"Course section updated","The user with id '2' updated section number '0' for the course with id '3'",web,0:0:0:0:0:0:0:1
"30/10/23, 14:31:49","Admin Lms",-,"Course: 자바 기초",System,"Course viewed","The user with id '2' viewed the course with id '3'.",web,0:0:0:0:0:0:0:1
"30/10/23, 14:31:45","Admin Lms",-,"Course: 자바 기초",System,"Course viewed","The user with id '2' viewed the course with id '3'.",web,0:0:0:0:0:0:0:1
"30/10/23, 14:31:40","Admin Lms",-,System,System,"My courses viewed","The user with id '2' has viewed their my courses page",web,0:0:0:0:0:0:0:1
"30/10/23, 14:31:36","Admin Lms",-,"Site home",System,"Course viewed","The user with id '2' viewed the course with id '1'.",web,0:0:0:0:0:0:0:1
"30/10/23, 14:17:56","Admin Lms",-,System,System,"My courses viewed","The user with id '2' has viewed their my courses page",web,0:0:0:0:0:0:0:1
"30/10/23, 14:16:34","Admin Lms",-,"Site home",System,"Course viewed","The user with id '2' viewed the course with id '1'.",web,0:0:0:0:0:0:0:1
"30/10/23, 14:12:39","Admin Lms",-,System,Logs,"Log report viewed","The user with id '2' viewed the log report for the course with id '0'.",web,0:0:0:0:0:0:0:1
"30/10/23, 14:12:27","Admin Lms",-,System,Logs,"Log report viewed","The user with id '2' viewed the log report for the course with id '0'.",web,0:0:0:0:0:0:0:1
"30/10/23, 14:03:22","Admin Lms",-,"Course: 파이썬 기초",System,"Course viewed","The user with id '2' viewed the course with id '2'.",web,0:0:0:0:0:0:0:1
"30/10/23, 14:03:20","Admin Lms",-,System,System,"My courses viewed","The user with id '2' has viewed their my courses page",web,0:0:0:0:0:0:0:1
"30/10/23, 14:03:19","Admin Lms",-,"Site home",System,"Course viewed","The user with id '2' viewed the course with id '1'.",web,0:0:0:0:0:0:0:1
"30/10/23, 14:03:18","Admin Lms","Admin Lms","User: Admin Lms",System,"Dashboard viewed","The user with id '2' has viewed their dashboard",web,0:0:0:0:0:0:0:1
"30/10/23, 14:03:16","Admin Lms",-,"Site home",System,"User list viewed","The user with id '2' viewed the list of users in the course with id '1'.",web,0:0:0:0:0:0:0:1
"30/10/23, 14:03:12","Admin Lms",-,"Site home",System,"Course viewed","The user with id '2' viewed the course with id '1'.",web,0:0:0:0:0:0:0:1
"30/10/23, 14:03:05","Admin Lms","Learn Second","Course: 파이썬 기초",System,"User profile viewed","The user with id '2' viewed the profile for the user with id '4' in the course with id '2'.",web,0:0:0:0:0:0:0:1
"30/10/23, 14:03:01","Admin Lms",-,"Course: 파이썬 기초",System,"User list viewed","The user with id '2' viewed the list of users in the course with id '2'.",web,0:0:0:0:0:0:0:1
"30/10/23, 14:02:59","Admin Lms",-,"Course: 파이썬 기초",System,"Course viewed","The user with id '2' viewed the course with id '2'.",web,0:0:0:0:0:0:0:1
"30/10/23, 14:02:57","Admin Lms",-,System,System,"My courses viewed","The user with id '2' has viewed their my courses page",web,0:0:0:0:0:0:0:1
"30/10/23, 14:01:05","Admin Lms",-,System,Logs,"Log report viewed","The user with id '2' viewed the log report for the course with id '0'.",web,0:0:0:0:0:0:0:1
"30/10/23, 13:45:27","Admin Lms",-,System,Logs,"Log report viewed","The user with id '2' viewed the log report for the course with id '0'.",web,0:0:0:0:0:0:0:1
"30/10/23, 13:45:10","Admin Lms",-,System,Logs,"Log report viewed","The user with id '2' viewed the log report for the course with id '0'.",web,0:0:0:0:0:0:0:1
"30/10/23, 13:45:02","Admin Lms",-,System,Logs,"Log report viewed","The user with id '2' viewed the log report for the course with id '0'.",web,0:0:0:0:0:0:0:1
"30/10/23, 13:41:19","Admin Lms",-,System,Logs,"Log report viewed","The user with id '2' viewed the log report for the course with id '0'.",web,0:0:0:0:0:0:0:1
"30/10/23, 13:41:17","Admin Lms",-,System,Logs,"Log report viewed","The user with id '2' viewed the log report for the course with id '0'.",web,0:0:0:0:0:0:0:1
"30/10/23, 13:41:09","Admin Lms",-,System,Logs,"Log report viewed","The user with id '2' viewed the log report for the course with id '0'.",web,0:0:0:0:0:0:0:1
"30/10/23, 13:40:04","Learn Second","Admin Lms","User: Learn Second",System,"Message viewed","The user with id '4' read a message from the user with id '2'.",web,0:0:0:0:0:0:0:1
"30/10/23, 13:39:47","Admin Lms",-,"Site home",System,"Course viewed","The user with id '2' viewed the course with id '1'.",web,0:0:0:0:0:0:0:1
"30/10/23, 13:39:44","Admin Lms","Learn Second",System,System,"Message sent","The user with id '2' sent a message to the user with id '4'.",web,0:0:0:0:0:0:0:1
"30/10/23, 13:39:44","Admin Lms","Learn Second",System,System,"Email failed to send","Failed to send an email from the user with id '2' to the user with id '4'               due to the following error: ""Could not instantiate mail function."".",web,0:0:0:0:0:0:0:1
"30/10/23, 13:39:23","Admin Lms","Learn Second","User: Admin Lms",System,"Message viewed","The user with id '2' read a message from the user with id '4'.",web,0:0:0:0:0:0:0:1
"30/10/23, 13:39:17","Admin Lms","Admin Lms","User: Admin Lms",System,"Dashboard viewed","The user with id '2' has viewed their dashboard",web,0:0:0:0:0:0:0:1
"30/10/23, 13:38:57","Learn Second","Admin Lms",System,System,"Message sent","The user with id '4' sent a message to the user with id '2'.",web,0:0:0:0:0:0:0:1
"30/10/23, 13:38:57","Learn Second","Admin Lms",System,System,"Email failed to send","Failed to send an email from the user with id '4' to the user with id '2'               due to the following error: ""Could not instantiate mail function."".",web,0:0:0:0:0:0:0:1
"30/10/23, 13:38:29","Learn Second","Admin Lms","Course: 파이썬 기초",System,"User profile viewed","The user with id '4' viewed the profile for the user with id '2' in the course with id '2'.",web,0:0:0:0:0:0:0:1
"30/10/23, 13:38:19","Learn Second",-,"Course: 파이썬 기초",System,"User list viewed","The user with id '4' viewed the list of users in the course with id '2'.",web,0:0:0:0:0:0:0:1
"30/10/23, 13:38:14","Learn Second",-,"Course: 파이썬 기초",System,"Course viewed","The user with id '4' viewed the course with id '2'.",web,0:0:0:0:0:0:0:1
"30/10/23, 13:38:10","Learn Second",-,"Site home","User tours","Tour ended","The user with id '4' has ended the tour with id '4' at step index '0' (id '6') on the page with URL 'http://localhost/?redirect=0'.",web,0:0:0:0:0:0:0:1
"30/10/23, 13:38:10","Learn Second",-,"Site home","User tours","Tour started","The user with id '4' has started the tour with id '4' on the page with URL 'http://localhost/?redirect=0'.",web,0:0:0:0:0:0:0:1
"30/10/23, 13:38:10","Learn Second",-,"Site home",System,"Course viewed","The user with id '4' viewed the course with id '1'.",web,0:0:0:0:0:0:0:1
"30/10/23, 13:38:08","Learn Second","Learn Second","Choice: 함수의 개념 사전 학습 설문",System,"Course activity completion updated","The user with id '4' updated the completion state for the course module with id '4' for the user with id '4'.",web,0:0:0:0:0:0:0:1
"30/10/23, 13:38:07","Learn Second","Learn Second","Choice: 함수의 개념 사전 학습 설문",System,"Course activity completion updated","The user with id '4' updated the completion state for the course module with id '4' for the user with id '4'.",web,0:0:0:0:0:0:0:1
"30/10/23, 13:38:07","Learn Second","Learn Second","Choice: 함수의 개념 사전 학습 설문",System,"Course activity completion updated","The user with id '4' updated the completion state for the course module with id '4' for the user with id '4'.",web,0:0:0:0:0:0:0:1
"30/10/23, 13:38:06","Learn Second","Learn Second","Choice: 함수의 개념 사전 학습 설문",System,"Course activity completion updated","The user with id '4' updated the completion state for the course module with id '4' for the user with id '4'.",web,0:0:0:0:0:0:0:1
"30/10/23, 13:38:05","Learn Second",-,"Choice: 함수의 개념 사전 학습 설문",Choice,"Course module viewed","The user with id '4' viewed the 'choice' activity with course module id '4'.",web,0:0:0:0:0:0:0:1
"30/10/23, 13:38:03","Learn Second",-,"Course: 파이썬 기초",System,"Course viewed","The user with id '4' viewed the course with id '2'.",web,0:0:0:0:0:0:0:1
"30/10/23, 13:38:01","Learn Second",-,"Choice: 함수의 개념 사전 학습 설문",Choice,"Course module viewed","The user with id '4' viewed the 'choice' activity with course module id '4'.",web,0:0:0:0:0:0:0:1
"30/10/23, 13:37:59","Learn Second","Learn Second","Choice: 함수의 개념 사전 학습 설문",System,"Course activity completion updated","The user with id '4' updated the completion state for the course module with id '4' for the user with id '4'.",web,0:0:0:0:0:0:0:1
"30/10/23, 13:37:56","Learn Second",-,"Choice: 함수의 개념 사전 학습 설문",Choice,"Course module viewed","The user with id '4' viewed the 'choice' activity with course module id '4'.",web,0:0:0:0:0:0:0:1
"30/10/23, 13:37:56","Learn Second","Learn Second","Choice: 함수의 개념 사전 학습 설문",Choice,"Choice answer added","The user with id '4' has added the option with id '2' for the               user with id '4' from the choice activity with course module id '4'.",web,0:0:0:0:0:0:0:1
"30/10/23, 13:37:48","Learn Second",-,"Choice: 함수의 개념 사전 학습 설문",Choice,"Course module viewed","The user with id '4' viewed the 'choice' activity with course module id '4'.",web,0:0:0:0:0:0:0:1
"30/10/23, 13:37:46","Learn Second",-,"Course: 파이썬 기초",System,"Course viewed","The user with id '4' viewed the course with id '2'.",web,0:0:0:0:0:0:0:1
"30/10/23, 13:37:43","Learn Second",-,"Forum: Announcements",Forum,"Course module viewed","The user with id '4' viewed the 'forum' activity with course module id '1'.",web,0:0:0:0:0:0:0:1
"30/10/23, 13:37:42","Learn Second",-,"Forum: Announcements",Forum,"Course module viewed","The user with id '4' viewed the 'forum' activity with course module id '1'.",web,0:0:0:0:0:0:0:1
"30/10/23, 13:37:38","Learn Second",-,"Forum: Announcements",Forum,"Course module viewed","The user with id '4' viewed the 'forum' activity with course module id '1'.",web,0:0:0:0:0:0:0:1
"30/10/23, 13:37:37","Learn Second",-,"Forum: Announcements",Forum,"Course module viewed","The user with id '4' viewed the 'forum' activity with course module id '1'.",web,0:0:0:0:0:0:0:1
"30/10/23, 13:37:34","Learn Second",-,"Forum: Announcements",Forum,"Course module viewed","The user with id '4' viewed the 'forum' activity with course module id '1'.",web,0:0:0:0:0:0:0:1
"30/10/23, 13:37:32","Learn Second",-,"Forum: Announcements",Forum,"Course module viewed","The user with id '4' viewed the 'forum' activity with course module id '1'.",web,0:0:0:0:0:0:0:1
"30/10/23, 13:37:29","Learn Second",-,"Forum: Announcements",Forum,"Discussion viewed","The user with id '4' has viewed the discussion with id '1' in the forum with course module id '1'.",web,0:0:0:0:0:0:0:1
"30/10/23, 13:37:27","Learn Second",-,"Forum: Announcements",Forum,"Course module viewed","The user with id '4' viewed the 'forum' activity with course module id '1'.",web,0:0:0:0:0:0:0:1
"30/10/23, 13:37:23","Learn Second",-,"URL: 파이썬의 역사",URL,"Course module viewed","The user with id '4' viewed the 'url' activity with course module id '3'.",web,0:0:0:0:0:0:0:1
"30/10/23, 13:37:17","Learn Second","Learn Second","URL: 파이썬의 역사",System,"Course activity completion updated","The user with id '4' updated the completion state for the course module with id '3' for the user with id '4'.",web,0:0:0:0:0:0:0:1
"30/10/23, 13:37:17","Learn Second","Learn Second","URL: 파이썬의 역사",System,"Course activity completion updated","The user with id '4' updated the completion state for the course module with id '3' for the user with id '4'.",web,0:0:0:0:0:0:0:1
"30/10/23, 13:37:16","Learn Second","Learn Second","URL: 파이썬의 역사",System,"Course activity completion updated","The user with id '4' updated the completion state for the course module with id '3' for the user with id '4'.",web,0:0:0:0:0:0:0:1
